Document_ID,Invoice_ID,Vendor_Name,Vendor_GSTIN,Buyer_Name,Invoice_Number,Invoice_Date,PO_Number,Taxable_Amount,CGST_Amount,SGST_Amount,IGST_Amount,Total_Amount,Confidence_Score,OCR_Status,Reconciliation_Status,Processing_Time_Min,Exception_Reason
DOC000137,INV000137,Smart Electronics,37ABCDE4476F1Z7,Capgemini,INVNO-100137,2024-10-11,PO-4738059,255229.37,15758.62,15758.62,0,286746.61,93.4,Success,Matched,28,No Exception
DOC000138,INV000138,Global Traders,37ABCDE9743F1Z4,Capgemini,INVNO-100138,2024-12-28,PO-7056230,196999,0,0,55159.72,252158.72,99.92,Partial,Matched,23,No Exception
DOC000139,INV000139,Sunrise Traders,11ABCDE7755F1Z5,Infosys,INVNO-100139,2024-09-16,PO-5492104,182149.66,0,0,14391.96,196541.62,82.01,Failed,Matched,3,No Exception
DOC000140,INV000140,Metro Distributors,21ABCDE9030F1Z7,Cognizant,INVNO-100140,2024-09-24,PO-7194437,297966.13,19948.1,19948.1,0,337862.33,86.58,Success,Matched,23,No Exception
DOC000141,INV000141,Smart Electronics,25ABCDE6543F1Z5,Accenture,INVNO-100141,2025-12-25,PO-2789356,91198.5,0,0,16110.48,107308.98,91.2,Failed,Matched,4,No Exception
DOC000142,INV000142,Apex Manufacturing,11ABCDE9201F1Z6,Capgemini,INVNO-100142,2025-09-03,PO-3725645,401762.37,24575.42,24575.41,0,450913.2,95.41,Partial,Matched,21,No Exception
DOC000143,INV000143,Vertex Systems,36ABCDE1262F1Z1,IBM India,INVNO-100143,2024-12-16,PO-6965927,277465.52,31168.24,31168.23,0,339801.99,97.25,Partial,Matched,12,No Exception
DOC000144,INV000144,Metro Distributors,16ABCDE8385F1Z6,Wipro,INVNO-100144,2025-01-02,PO-4094746,170833.95,0,0,20012.9,190846.85,90.08,Failed,Matched,30,No Exception
DOC000145,INV000145,Global Traders,37ABCDE3021F1Z4,Infosys,INVNO-100145,2024-04-10,PO-5534584,233810.72,0,0,32956.79,266767.51,83.14,Failed,Matched,8,No Exception
DOC000146,INV000146,Velocity Systems,13ABCDE7882F1Z2,Accenture,INVNO-100146,2024-08-07,PO-5892576,68115.93,0,0,7674.53,75790.46,86.39,Partial,Matched,30,No Exception
DOC000147,INV000147,Zenith Solutions,22ABCDE6159F1Z6,Infosys,INVNO-100147,2025-12-12,PO-8167491,93577.19,5133.72,5133.72,0,103844.63,85.91,Failed,Matched,2,No Exception
DOC000148,INV000148,Global Traders,12ABCDE3196F1Z2,Capgemini,INVNO-100148,2024-05-13,PO-2387748,349184.51,25759.86,25759.86,0,400704.23,96.65,Failed,Matched,7,No Exception
DOC000149,INV000149,Prime Supplies,21ABCDE6952F1Z5,Accenture,INVNO-100149,2024-03-06,PO-5596901,137994.98,0,0,9677.87,147672.85,82.24,Partial,Matched,4,No Exception
DOC000150,INV000150,Apex Manufacturing,32ABCDE2416F1Z5,Accenture,INVNO-100150,2025-08-05,PO-3810065,156091.06,0,0,22422.02,178513.08,90.61,Failed,Matched,10,No Exception
DOC000151,INV000151,Blue Ocean Pvt Ltd,23ABCDE2317F1Z1,Infosys,INVNO-100151,2024-09-10,PO-6884198,228499,0,0,43671.76,272170.76,96.04,Failed,Matched,30,No Exception
DOC000152,INV000152,GreenLeaf Trading,24ABCDE9402F1Z6,TCS,INVNO-100152,2024-07-23,PO-7662863,231032.28,0,0,29630.92,260663.2,88.4,Failed,Matched,2,No Exception
DOC000153,INV000153,Metro Distributors,17ABCDE9880F1Z3,Infosys,INVNO-100153,2025-05-09,PO-5623058,271564.7,19112.94,19112.95,0,309790.59,88.83,Success,Matched,9,No Exception
DOC000154,INV000154,Prime Supplies,34ABCDE5823F1Z1,TCS,INVNO-100154,2025-12-19,PO-2420519,367016.62,0,0,68758.31,435774.93,83.7,Partial,Partial Match,26,PO Mismatch
DOC000155,INV000155,Prime Supplies,29ABCDE5413F1Z5,HCL,INVNO-100155,2025-06-14,PO-3336796,108643.32,12697.23,12697.23,0,134037.78,96.91,Partial,Matched,18,No Exception
DOC000156,INV000156,Elite Components,29ABCDE8275F1Z4,HCL,INVNO-100156,2024-07-28,PO-8016119,183339.17,17760.71,17760.71,0,218860.59,84.68,Partial,Matched,29,No Exception
DOC000157,INV000157,Future Tech,23ABCDE1320F1Z4,Infosys,INVNO-100157,2025-05-11,PO-7742656,257733.57,0,0,26152,283885.57,94.19,Failed,Matched,8,No Exception
DOC000158,INV000158,Global Traders,28ABCDE6476F1Z7,Accenture,INVNO-100158,2025-06-09,PO-4302500,148866.93,12611.05,12611.05,0,174089.03,80.75,Partial,Matched,3,No Exception
DOC000159,INV000159,Apex Manufacturing,33ABCDE6424F1Z2,Accenture,INVNO-100159,2025-08-13,PO-1056816,129025.03,17526.58,17526.59,0,164078.2,98.69,Partial,Matched,4,No Exception
DOC000160,INV000160,Prime Supplies,24ABCDE8517F1Z6,Capgemini,INVNO-100160,2024-09-09,PO-3454255,227312.21,12683.93,12683.94,0,252680.08,94.79,Success,Matched,22,No Exception
DOC000161,INV000161,Prime Supplies,22ABCDE5229F1Z9,Cognizant,INVNO-100161,2024-11-02,PO-6114039,297693.8,13177.6,13177.6,0,324049,81.88,Partial,Matched,20,No Exception
DOC000162,INV000162,Future Tech,27ABCDE9311F1Z5,Accenture,INVNO-100162,2025-10-10,PO-9072617,31585.49,1895.13,1895.13,0,35375.75,98.36,Failed,Matched,18,No Exception
DOC000163,INV000163,Elite Components,11ABCDE5754F1Z5,Wipro,INVNO-100163,2024-04-11,PO-2630082,350471.16,0,0,64061.21,414532.37,95.59,Partial,Matched,4,No Exception
DOC000164,INV000164,Elite Components,30ABCDE8924F1Z4,TCS,INVNO-100164,2025-08-29,PO-3403302,492945.44,0,0,67588.56,560534,99.08,Failed,Matched,22,No Exception
DOC000165,INV000165,Neo Technologies,16ABCDE2840F1Z4,Accenture,INVNO-100165,2025-11-21,PO-9782661,199713.69,0,0,55919.84,255633.53,89.13,Success,Matched,28,No Exception
DOC000166,INV000166,ABC Industries,22ABCDE3177F1Z4,Accenture,INVNO-100166,2025-06-30,PO-2878560,91984.14,6328.05,6328.05,0,104640.24,91.06,Success,Matched,21,No Exception
DOC000167,INV000167,Pioneer Industries,25ABCDE9209F1Z6,IBM India,INVNO-100167,2024-07-17,PO-4349802,19968.12,2052.32,2052.33,0,24072.77,82.01,Partial,Matched,3,No Exception
DOC000168,INV000168,ABC Industries,15ABCDE4658F1Z5,Accenture,INVNO-100168,2024-06-08,PO-6300062,304307.02,11357.25,11357.26,0,327021.53,86.7,Failed,Matched,26,No Exception
DOC000169,INV000169,Velocity Systems,23ABCDE2655F1Z1,TCS,INVNO-100169,2025-04-06,PO-2184721,87686.64,0,0,10522.39,98209.03,81.03,Success,Matched,15,No Exception
DOC000170,INV000170,Tech Solutions,28ABCDE4787F1Z3,Infosys,INVNO-100170,2025-02-13,PO-7566688,55433.49,0,0,6498.1,61931.59,96.32,Failed,Matched,2,No Exception
DOC000171,INV000171,Apex Manufacturing,29ABCDE2086F1Z2,Cognizant,INVNO-100171,2024-07-12,PO-4805473,197798.43,15419.42,15419.42,0,228637.27,90.1,Failed,Matched,29,No Exception
DOC000172,INV000172,Future Tech,32ABCDE2655F1Z9,Cognizant,INVNO-100172,2025-11-24,PO-4562838,149035.12,0,0,19057.08,168092.2,91.19,Partial,Matched,28,No Exception
DOC000173,INV000173,Global Traders,23ABCDE5819F1Z6,Cognizant,INVNO-100173,2025-12-22,PO-4190373,176337.6,17580.22,17580.22,0,211498.04,92.6,Partial,Matched,14,No Exception
DOC000174,INV000174,Elite Components,29ABCDE2462F1Z2,HCL,INVNO-100174,2025-01-05,PO-7325543,112004.68,10326.09,10326.09,0,132656.86,99.76,Success,Matched,12,No Exception
DOC000175,INV000175,ABC Industries,28ABCDE8230F1Z3,Cognizant,INVNO-100175,2024-02-02,PO-7710276,138102.85,0,0,32185.75,170288.6,84.41,Partial,Matched,8,No Exception
DOC000176,INV000176,Zenith Solutions,22ABCDE1577F1Z5,Cognizant,INVNO-100176,2024-04-02,PO-1524842,206435.11,0,0,22851.32,229286.43,89.97,Success,Matched,25,No Exception
DOC000177,INV000177,Omega Supplies,17ABCDE7268F1Z1,Cognizant,INVNO-100177,2024-06-12,PO-9269834,121455.9,17003.83,17003.82,0,155463.55,90.91,Failed,Matched,12,No Exception
DOC000178,INV000178,Sigma Enterprises,14ABCDE9140F1Z7,HCL,INVNO-100178,2025-07-06,PO-5101177,365830.27,0,0,45499.97,411330.24,84.12,Partial,Matched,13,No Exception
DOC000179,INV000179,Smart Electronics,30ABCDE4936F1Z6,Capgemini,INVNO-100179,2024-11-26,PO-6034047,251217.75,17939.53,17939.52,0,287096.8,89.27,Failed,Matched,24,No Exception
DOC000180,INV000180,ABC Industries,24ABCDE5634F1Z3,Accenture,INVNO-100180,2025-09-20,PO-2220699,256247.51,22774.19,22774.18,0,301795.88,94.73,Partial,Matched,25,No Exception
DOC000181,INV000181,Neo Technologies,18ABCDE6067F1Z7,Cognizant,INVNO-100181,2025-06-17,PO-4399920,389310.46,0,0,68552.18,457862.64,80.69,Failed,Matched,25,No Exception
DOC000182,INV000182,Prime Supplies,24ABCDE6226F1Z7,Accenture,INVNO-100182,2024-08-30,PO-9581459,369705.89,0,0,35876.74,405582.63,89.13,Failed,Matched,26,No Exception
DOC000183,INV000183,Omega Supplies,31ABCDE4026F1Z2,Wipro,INVNO-100183,2025-12-03,PO-1976086,210004.43,0,0,28965.51,238969.94,91.27,Failed,Matched,29,No Exception
DOC000184,INV000184,GreenLeaf Trading,20ABCDE3854F1Z6,Infosys,INVNO-100184,2025-07-28,PO-5355673,159707.87,13701.3,13701.3,0,187110.47,91.86,Partial,Matched,17,No Exception
DOC000185,INV000185,Omega Supplies,31ABCDE3398F1Z9,Cognizant,INVNO-100185,2025-02-23,PO-2838177,54914.36,6739.53,6739.53,0,68393.42,97.98,Success,Matched,18,No Exception
DOC000186,INV000186,Smart Electronics,16ABCDE3332F1Z4,TCS,INVNO-100186,2025-01-03,PO-2067615,260716.21,0,0,45358.26,306074.47,80.08,Failed,Matched,1,No Exception
DOC000187,INV000187,Elite Components,17ABCDE8405F1Z9,Accenture,INVNO-100187,2024-04-27,PO-7804854,86455.24,0,0,18257.93,104713.17,85.82,Partial,Matched,25,No Exception
DOC000188,INV000188,Velocity Systems,22ABCDE4166F1Z7,HCL,INVNO-100188,2025-07-30,PO-8125827,243230.72,7167.77,7167.76,0,257566.25,81.57,Failed,Matched,24,No Exception
DOC000189,INV000189,Global Traders,18ABCDE1235F1Z4,Accenture,INVNO-100189,2024-02-06,PO-2513445,105660.27,0,0,14998.55,120658.82,96.41,Partial,Matched,14,No Exception
DOC000190,INV000190,GreenLeaf Trading,27ABCDE6437F1Z6,HCL,INVNO-100190,2025-09-27,PO-4316579,145352.01,10149.55,10149.54,0,165651.1,95.63,Partial,Matched,9,No Exception
DOC000191,INV000191,Zenith Solutions,15ABCDE2758F1Z1,IBM India,INVNO-100191,2024-07-23,PO-5402451,194604.55,19876.24,19876.24,0,234357.03,98.92,Success,Partial Match,20,Amount Mismatch
DOC000192,INV000192,Global Traders,29ABCDE9872F1Z9,Cognizant,INVNO-100192,2024-02-21,PO-4130551,98244.84,0,0,12194.62,110439.46,82.97,Success,Matched,30,No Exception
DOC000193,INV000193,Blue Ocean Pvt Ltd,26ABCDE1296F1Z6,Infosys,INVNO-100193,2024-01-03,PO-2094087,360618.62,0,0,78269.72,438888.34,93.13,Partial,Matched,24,No Exception
DOC000194,INV000194,GreenLeaf Trading,19ABCDE2673F1Z1,Cognizant,INVNO-100194,2025-06-12,PO-1076312,198890.32,0,0,24880.01,223770.33,82.89,Partial,Matched,1,No Exception
DOC000195,INV000195,Blue Ocean Pvt Ltd,18ABCDE1755F1Z3,Accenture,INVNO-100195,2025-01-25,PO-5858139,200821.31,0,0,26596.02,227417.33,82.05,Failed,Exception,18,Duplicate Invoice
DOC000196,INV000196,Sigma Enterprises,31ABCDE3361F1Z4,Infosys,INVNO-100196,2025-12-17,PO-2235685,189863.63,5591.64,5591.64,0,201046.91,81.85,Failed,Matched,4,No Exception
DOC000197,INV000197,Elite Components,12ABCDE7119F1Z6,Accenture,INVNO-100197,2024-06-01,PO-8221541,260341.09,0,0,23785.02,284126.11,81.81,Failed,Matched,16,No Exception
DOC000198,INV000198,Pioneer Industries,35ABCDE4375F1Z5,HCL,INVNO-100198,2025-06-21,PO-6898203,96273.84,0,0,23243.32,119517.16,82,Partial,Partial Match,3,Missing GSTIN
DOC000199,INV000199,ABC Industries,21ABCDE4792F1Z9,Capgemini,INVNO-100199,2025-10-02,PO-4998171,48264.78,5656.27,5656.26,0,59577.31,92.7,Partial,Matched,15,No Exception
DOC000200,INV000200,Zenith Solutions,23ABCDE6726F1Z2,TCS,INVNO-100200,2025-04-12,PO-7820346,235702.62,18887.38,18887.39,0,273477.39,86.9,Success,Matched,20,No Exception
DOC000201,INV000201,Prime Supplies,30ABCDE8500F1Z5,Wipro,INVNO-100201,2024-12-17,PO-6058628,55042.19,0,0,6618.8,61660.99,85.33,Partial,Matched,24,No Exception
DOC000202,INV000202,Tech Solutions,16ABCDE5191F1Z6,Wipro,INVNO-100202,2025-08-03,PO-7326980,292464.65,22503.69,22503.68,0,337472.02,83.13,Partial,Matched,18,No Exception
DOC000203,INV000203,Sigma Enterprises,10ABCDE1300F1Z3,Wipro,INVNO-100203,2024-01-11,PO-2858256,159767.54,0,0,32022.75,191790.29,92.12,Success,Partial Match,15,PO Mismatch
DOC000204,INV000204,Neo Technologies,28ABCDE4635F1Z2,Capgemini,INVNO-100204,2025-08-28,PO-1293320,272107.67,0,0,71286,343393.67,98,Partial,Matched,24,No Exception
DOC000205,INV000205,Vertex Systems,30ABCDE5086F1Z8,TCS,INVNO-100205,2024-12-05,PO-3242499,105251.39,12545.76,12545.77,0,130342.92,91.83,Partial,Matched,7,No Exception
DOC000206,INV000206,Sigma Enterprises,20ABCDE5658F1Z8,Capgemini,INVNO-100206,2024-09-02,PO-2656172,89754.92,7282.19,7282.2,0,104319.31,82.35,Success,Partial Match,12,PO Mismatch
DOC000207,INV000207,Prime Supplies,10ABCDE5335F1Z7,TCS,INVNO-100207,2024-09-20,PO-9594015,194883.6,0,0,37565.18,232448.78,81.38,Success,Matched,4,No Exception
DOC000208,INV000208,Pioneer Industries,16ABCDE5022F1Z5,Capgemini,INVNO-100208,2024-02-07,PO-9891979,76416.56,0,0,5025.48,81442.04,90.48,Failed,Matched,12,No Exception
DOC000209,INV000209,Zenith Solutions,11ABCDE3486F1Z6,Infosys,INVNO-100209,2024-09-29,PO-1085795,318016.66,0,0,52554.71,370571.37,89.88,Failed,Matched,25,No Exception
DOC000210,INV000210,Velocity Systems,25ABCDE8184F1Z1,Capgemini,INVNO-100210,2024-01-22,PO-3564545,126035.5,0,0,16014.49,142049.99,81.03,Success,Matched,18,No Exception
DOC000211,INV000211,Zenith Solutions,18ABCDE7470F1Z7,Wipro,INVNO-100211,2024-06-02,PO-3691202,194338.56,0,0,14013.43,208351.99,99.16,Failed,Exception,19,Duplicate Invoice
DOC000212,INV000212,Pioneer Industries,12ABCDE6379F1Z2,IBM India,INVNO-100212,2025-07-10,PO-8514711,322473.28,0,0,26969.48,349442.76,96.13,Success,Matched,19,No Exception
DOC000213,INV000213,Crystal Electronics,35ABCDE1580F1Z7,TCS,INVNO-100213,2024-07-29,PO-3942456,203349.52,11446.48,11446.47,0,226242.47,88.01,Partial,Partial Match,4,Duplicate Invoice
DOC000214,INV000214,Future Tech,29ABCDE9824F1Z5,Cognizant,INVNO-100214,2025-07-08,PO-1156878,320016.19,20999.94,20999.95,0,362016.08,90.4,Failed,Exception,22,Missing GSTIN
DOC000215,INV000215,Tech Solutions,18ABCDE4251F1Z3,Wipro,INVNO-100215,2024-07-29,PO-4577470,332410.92,31138.1,31138.11,0,394687.13,93.48,Partial,Partial Match,19,Missing GSTIN
DOC000216,INV000216,Neo Technologies,29ABCDE4199F1Z4,Capgemini,INVNO-100216,2024-08-30,PO-1870137,379064.68,0,0,33254,412318.68,90.82,Success,Matched,3,No Exception
DOC000217,INV000217,GreenLeaf Trading,17ABCDE9457F1Z8,TCS,INVNO-100217,2024-10-07,PO-7016600,163409.1,0,0,19281.27,182690.37,94.37,Partial,Matched,23,No Exception
DOC000218,INV000218,GreenLeaf Trading,32ABCDE6806F1Z3,Cognizant,INVNO-100218,2024-10-25,PO-7703584,387531.37,0,0,87747.68,475279.05,91.79,Success,Matched,12,No Exception
DOC000219,INV000219,Tech Solutions,34ABCDE6094F1Z1,Wipro,INVNO-100219,2024-05-24,PO-4810706,230115.8,0,0,21696.59,251812.39,89.86,Failed,Matched,2,No Exception
DOC000220,INV000220,Global Traders,24ABCDE7428F1Z8,HCL,INVNO-100220,2025-07-21,PO-4086173,253143.92,0,0,44451.11,297595.03,85.82,Partial,Matched,7,No Exception
DOC000221,INV000221,Velocity Systems,12ABCDE7920F1Z5,Wipro,INVNO-100221,2025-04-11,PO-5809963,172752.82,0,0,31095.51,203848.33,82.26,Partial,Matched,26,No Exception
DOC000222,INV000222,Sigma Enterprises,25ABCDE4491F1Z2,IBM India,INVNO-100222,2024-12-03,PO-1588235,247844.24,0,0,41670.13,289514.37,87.69,Partial,Matched,22,No Exception
DOC000223,INV000223,Vertex Systems,16ABCDE5619F1Z5,HCL,INVNO-100223,2025-06-12,PO-1800811,138722.5,17188.1,17188.11,0,173098.71,83.26,Partial,Matched,17,No Exception
DOC000224,INV000224,GreenLeaf Trading,36ABCDE2324F1Z1,HCL,INVNO-100224,2024-12-05,PO-8883429,410004.12,29463.29,29463.3,0,468930.71,86.96,Success,Matched,7,No Exception
DOC000225,INV000225,Blue Ocean Pvt Ltd,36ABCDE3550F1Z2,Wipro,INVNO-100225,2024-03-28,PO-4738031,204143.78,13989.28,13989.28,0,232122.34,92.6,Failed,Exception,7,Missing GSTIN
DOC000226,INV000226,Omega Supplies,19ABCDE9391F1Z3,Infosys,INVNO-100226,2024-11-12,PO-3464925,63019.93,5014.14,5014.14,0,73048.21,97.92,Failed,Matched,12,No Exception
DOC000227,INV000227,Future Tech,12ABCDE3713F1Z8,Wipro,INVNO-100227,2024-04-17,PO-3486935,171974.95,19477.57,19477.57,0,210930.09,99.91,Partial,Matched,26,No Exception
DOC000228,INV000228,Future Tech,11ABCDE6621F1Z1,Capgemini,INVNO-100228,2025-03-07,PO-5579872,264826.74,0,0,20859.84,285686.58,88.02,Failed,Matched,9,No Exception
DOC000229,INV000229,Smart Electronics,35ABCDE2372F1Z1,Accenture,INVNO-100229,2024-01-31,PO-3863271,112756.35,4300.04,4300.04,0,121356.43,90.31,Success,Partial Match,4,Missing GSTIN
DOC000230,INV000230,Omega Supplies,20ABCDE6931F1Z7,Infosys,INVNO-100230,2024-03-13,PO-5602771,388962.08,0,0,45669.01,434631.09,89.13,Partial,Matched,30,No Exception
DOC000231,INV000231,Vertex Systems,12ABCDE4662F1Z7,HCL,INVNO-100231,2025-04-05,PO-5262706,137115.96,8226.95,8226.96,0,153569.87,84.46,Partial,Matched,10,No Exception
DOC000232,INV000232,Sigma Enterprises,21ABCDE6122F1Z3,Wipro,INVNO-100232,2024-07-25,PO-9337978,134097.67,12068.79,12068.79,0,158235.25,91.73,Partial,Matched,14,No Exception
DOC000233,INV000233,Metro Distributors,28ABCDE9417F1Z3,Cognizant,INVNO-100233,2024-10-02,PO-8753969,97723.04,0,0,26371.91,124094.95,82.65,Partial,Matched,20,No Exception
DOC000234,INV000234,Sunrise Traders,10ABCDE4166F1Z9,IBM India,INVNO-100234,2025-12-17,PO-7443355,159978.52,0,0,32886.81,192865.33,98.45,Success,Matched,27,No Exception
DOC000235,INV000235,ABC Industries,19ABCDE8148F1Z9,HCL,INVNO-100235,2025-09-23,PO-9920560,288648.05,0,0,27173.98,315822.03,80.53,Success,Matched,27,No Exception
DOC000236,INV000236,Smart Electronics,11ABCDE1264F1Z1,Infosys,INVNO-100236,2025-06-20,PO-8303215,264554.05,17659.72,17659.72,0,299873.49,88.59,Success,Matched,2,No Exception
DOC000237,INV000237,Omega Supplies,22ABCDE5384F1Z9,Cognizant,INVNO-100237,2024-11-06,PO-9589451,182685.04,8076.01,8076.01,0,198837.06,88.51,Partial,Matched,10,No Exception
DOC000238,INV000238,Tech Solutions,22ABCDE4007F1Z4,IBM India,INVNO-100238,2024-06-08,PO-1405720,528436.22,41254.43,41254.42,0,610945.07,96.42,Failed,Matched,1,No Exception
DOC000239,INV000239,Omega Supplies,23ABCDE4178F1Z2,Wipro,INVNO-100239,2024-05-05,PO-8628611,228666.42,0,0,31375.67,260042.09,96.21,Partial,Partial Match,26,PO Mismatch
DOC000240,INV000240,Sunrise Traders,22ABCDE7190F1Z3,HCL,INVNO-100240,2025-02-16,PO-1536219,305385.18,27232.65,27232.66,0,359850.49,96.92,Failed,Matched,9,No Exception
DOC000241,INV000241,ABC Industries,29ABCDE4333F1Z9,IBM India,INVNO-100241,2025-07-12,PO-1722058,365138.4,32142.42,32142.43,0,429423.25,96.14,Partial,Matched,23,No Exception
DOC000242,INV000242,GreenLeaf Trading,32ABCDE9143F1Z5,Capgemini,INVNO-100242,2025-10-20,PO-7633790,157268.22,0,0,22484.35,179752.57,84.67,Failed,Matched,17,No Exception
DOC000243,INV000243,Blue Ocean Pvt Ltd,10ABCDE8437F1Z1,TCS,INVNO-100243,2025-04-07,PO-5211426,290978,25804.94,25804.93,0,342587.87,96.82,Failed,Matched,14,No Exception
DOC000244,INV000244,Vertex Systems,33ABCDE2945F1Z8,Capgemini,INVNO-100244,2025-08-24,PO-9312101,132074.83,9394.31,9394.3,0,150863.44,87.5,Partial,Matched,22,No Exception
DOC000245,INV000245,Omega Supplies,37ABCDE9736F1Z4,Infosys,INVNO-100245,2024-10-04,PO-7611755,633730.16,36402.9,36402.9,0,706535.96,94.91,Success,Matched,9,No Exception
DOC000246,INV000246,Neo Technologies,14ABCDE8534F1Z6,Cognizant,INVNO-100246,2025-04-02,PO-2030105,175146.41,17163.9,17163.9,0,209474.21,84.01,Failed,Matched,9,No Exception
DOC000247,INV000247,Sigma Enterprises,25ABCDE7354F1Z4,Accenture,INVNO-100247,2025-08-01,PO-5496918,357539.03,0,0,62939.56,420478.59,99,Failed,Matched,23,No Exception
DOC000248,INV000248,Prime Supplies,25ABCDE4243F1Z1,IBM India,INVNO-100248,2025-02-23,PO-9575821,222853.06,0,0,33162.27,256015.33,99.85,Success,Matched,5,No Exception
DOC000249,INV000249,Future Tech,20ABCDE7538F1Z2,HCL,INVNO-100249,2025-10-04,PO-6592290,91909.44,0,0,5943.67,97853.11,80.41,Partial,Matched,9,No Exception
DOC000250,INV000250,Sigma Enterprises,18ABCDE4434F1Z3,Capgemini,INVNO-100250,2024-07-05,PO-6409502,226325.77,27101.74,27101.75,0,280529.26,85.06,Success,Matched,21,No Exception
DOC000251,INV000251,Smart Electronics,19ABCDE9065F1Z1,HCL,INVNO-100251,2024-11-01,PO-9982248,345061.56,0,0,37143.02,382204.58,91.4,Failed,Matched,1,No Exception
DOC000252,INV000252,Tech Solutions,23ABCDE4732F1Z7,HCL,INVNO-100252,2024-05-04,PO-7509705,191496.05,0,0,39987.57,231483.62,82.86,Success,Matched,5,No Exception
DOC000253,INV000253,Pioneer Industries,17ABCDE5444F1Z6,TCS,INVNO-100253,2025-10-08,PO-4012846,305685.26,16290.89,16290.88,0,338267.03,86.92,Success,Matched,6,No Exception
DOC000254,INV000254,Neo Technologies,14ABCDE7199F1Z3,HCL,INVNO-100254,2025-01-28,PO-3162825,560649.02,0,0,67601.26,628250.28,88.55,Success,Matched,4,No Exception
DOC000255,INV000255,Smart Electronics,18ABCDE7950F1Z6,TCS,INVNO-100255,2025-09-18,PO-4877022,65623.24,0,0,8259.09,73882.33,80.46,Failed,Matched,21,No Exception
DOC000256,INV000256,Tech Solutions,10ABCDE6103F1Z3,Capgemini,INVNO-100256,2025-11-05,PO-5681980,218325.46,20329.93,20329.93,0,258985.32,80.03,Partial,Matched,2,No Exception
DOC000257,INV000257,GreenLeaf Trading,21ABCDE7129F1Z6,Wipro,INVNO-100257,2025-03-25,PO-3922636,60316.79,5428.51,5428.51,0,71173.81,90.82,Partial,Partial Match,22,PO Mismatch
DOC000258,INV000258,Smart Electronics,34ABCDE8648F1Z6,HCL,INVNO-100258,2025-04-09,PO-5437827,12895.45,322.38,322.39,0,13540.22,83.06,Success,Matched,23,No Exception
DOC000259,INV000259,Pioneer Industries,21ABCDE5108F1Z5,Wipro,INVNO-100259,2025-05-07,PO-8247078,241365.54,0,0,39450.66,280816.2,99.29,Success,Matched,11,No Exception
DOC000260,INV000260,Blue Ocean Pvt Ltd,17ABCDE5948F1Z1,Wipro,INVNO-100260,2025-05-19,PO-3606397,27557.5,0,0,6864.8,34422.3,85.65,Partial,Matched,27,No Exception
DOC000261,INV000261,Blue Ocean Pvt Ltd,32ABCDE9990F1Z6,Accenture,INVNO-100261,2025-10-06,PO-4819652,366869.58,20783.98,20783.98,0,408437.54,81.58,Failed,Matched,4,No Exception
DOC000262,INV000262,Neo Technologies,27ABCDE8173F1Z1,HCL,INVNO-100262,2025-09-01,PO-4965776,213179.94,0,0,41481.6,254661.54,94.78,Partial,Matched,10,No Exception
DOC000263,INV000263,Metro Distributors,25ABCDE2171F1Z8,IBM India,INVNO-100263,2024-10-22,PO-9180810,136189.23,0,0,10222.44,146411.67,86.86,Partial,Matched,4,No Exception
DOC000264,INV000264,Pioneer Industries,14ABCDE1581F1Z1,Infosys,INVNO-100264,2025-12-12,PO-4160152,114631.44,0,0,14954.29,129585.73,88.39,Partial,Matched,28,No Exception
